"platform","length"
"Nanopore R10.4",9856
"Nanopore R10.4",4496
"Nanopore R10.4",11967
"Nanopore R10.4",8031
"Nanopore R10.4",23349
"Nanopore R10.4",3610
"Nanopore R10.4",5019
"Nanopore R10.4",5867
"Nanopore R10.4",5279
"Nanopore R10.4",12701
"Nanopore R10.4",18594
"Nanopore R10.4",9962
"Nanopore R10.4",11507
"Nanopore R10.4",19747
"Nanopore R10.4",80904
"Nanopore R10.4",21710
"Nanopore R10.4",1827
"Nanopore R10.4",7549
"Nanopore R10.4",5997
"Nanopore R10.4",6225
"Nanopore R10.4",110930
"Nanopore R10.4",27288
"Nanopore R10.4",4935
"Nanopore R10.4",8105
"Nanopore R10.4",7622
"Nanopore R10.4",55259
"Nanopore R10.4",44972
"Nanopore R10.4",3592
"Nanopore R10.4",3811
"Nanopore R10.4",50112
"Nanopore R10.4",22404
"Nanopore R10.4",5097
"Nanopore R10.4",13178
"Nanopore R10.4",7782
"Nanopore R10.4",9690
"Nanopore R10.4",3821
"Nanopore R10.4",10355
"Nanopore R10.4",16760
"Nanopore R10.4",11602
"Nanopore R10.4",24502
"Nanopore R10.4",9039
"Nanopore R10.4",16696
"Nanopore R10.4",20775
"Nanopore R10.4",12935
"Nanopore R10.4",5273
"Nanopore R10.4",42329
"Nanopore R10.4",7863
"Nanopore R10.4",55670
"Nanopore R10.4",10500
"Nanopore R10.4",9937
"Nanopore R10.4",4222
"Nanopore R10.4",18494
"Nanopore R10.4",8122
"Nanopore R10.4",13310
"Nanopore R10.4",16268
"Nanopore R10.4",26179
"Nanopore R10.4",12914
"Nanopore R10.4",3455
"Nanopore R10.4",21510
"Nanopore R10.4",3547
"Nanopore R10.4",18893
"Nanopore R10.4",19365
"Nanopore R10.4",7872
"Nanopore R10.4",12021
"Nanopore R10.4",5036
"Nanopore R10.4",12002
"Nanopore R10.4",17375
"Nanopore R10.4",177058
"Nanopore R10.4",5311
"Nanopore R10.4",4185
"Nanopore R10.4",3790
"Nanopore R10.4",40136
"Nanopore R10.4",12631
"Nanopore R10.4",7601
"Nanopore R10.4",3737
"Nanopore R10.4",27306
"Nanopore R10.4",26296
"Nanopore R10.4",10390
"Nanopore R10.4",10271
"Nanopore R10.4",24259
"Nanopore R10.4",1347
"Nanopore R10.4",28958
"Nanopore R10.4",3919
"Nanopore R10.4",7028
"Nanopore R10.4",3464
"Nanopore R10.4",13995
"Nanopore R10.4",20260
"Nanopore R10.4",5619
"Nanopore R10.4",8504
"Nanopore R10.4",4894
"Nanopore R10.4",5286
"Nanopore R10.4",19076
"Nanopore R10.4",17972
"Nanopore R10.4",16366
"Nanopore R10.4",7299
"Nanopore R10.4",15576
"Nanopore R10.4",12808
"Nanopore R10.4",7530
"Nanopore R10.4",7793
"Nanopore R10.4",9319
"Nanopore R10.4",21749
"Nanopore R10.4",3332
"Nanopore R10.4",41457
"Nanopore R10.4",10872
"Nanopore R10.4",9584
"Nanopore R10.4",13766
"Nanopore R10.4",9355
"Nanopore R10.4",2960
"Nanopore R10.4",14460
"Nanopore R10.4",13419
"Nanopore R10.4",3261
"Nanopore R10.4",21016
"Nanopore R10.4",8714
"Nanopore R10.4",6087
"Nanopore R10.4",24132
"Nanopore R10.4",4434
"Nanopore R10.4",5034
"Nanopore R10.4",11397
"Nanopore R10.4",10898
"Nanopore R10.4",2800
"Nanopore R10.4",19618
"Nanopore R10.4",39568
"Nanopore R10.4",7183
"Nanopore R10.4",22784
"Nanopore R10.4",14780
"Nanopore R10.4",3066
"Nanopore R10.4",7148
"Nanopore R10.4",17015
"Nanopore R10.4",20713
"Nanopore R10.4",23561
"Nanopore R10.4",51278
"Nanopore R10.4",3754
"Nanopore R10.4",4300
"Nanopore R10.4",15525
"Nanopore R10.4",15415
"Nanopore R10.4",8822
"Nanopore R10.4",19755
"Nanopore R10.4",8999
"Nanopore R10.4",13373
"Nanopore R10.4",27749
"Nanopore R10.4",24279
"Nanopore R10.4",14049
"Nanopore R10.4",1727
"Nanopore R10.4",6331
"Nanopore R10.4",36300
"Nanopore R10.4",11359
"Nanopore R10.4",47017
"Nanopore R10.4",4307
"Nanopore R10.4",29259
"Nanopore R10.4",13813
"Nanopore R10.4",5029
"Nanopore R10.4",30888
"Nanopore R10.4",5916
"Nanopore R10.4",10078
"Nanopore R10.4",2646
"Nanopore R10.4",14616
"Nanopore R10.4",8804
"Nanopore R10.4",5070
"Nanopore R10.4",11094
"Nanopore R10.4",33504
"Nanopore R10.4",12458
"Nanopore R10.4",2750
"Nanopore R10.4",51515
"Nanopore R10.4",7287
"Nanopore R10.4",7503
"Nanopore R10.4",10437
"Nanopore R10.4",63751
"Nanopore R10.4",4251
"Nanopore R10.4",19974
"Nanopore R10.4",21580
"Nanopore R10.4",8321
"Nanopore R10.4",12279
"Nanopore R10.4",7718
"Nanopore R10.4",14609
"Nanopore R10.4",31366
"Nanopore R10.4",22379
"Nanopore R10.4",8839
"Nanopore R10.4",45729
"Nanopore R10.4",6461
"Nanopore R10.4",15165
"Nanopore R10.4",24718
"Nanopore R10.4",44537
"Nanopore R10.4",6805
"Nanopore R10.4",25524
"Nanopore R10.4",11009
"Nanopore R10.4",32277
"Nanopore R10.4",10430
"Nanopore R10.4",7091
"Nanopore R10.4",29664
"Nanopore R10.4",3233
"Nanopore R10.4",10742
"Nanopore R10.4",55057
"Nanopore R10.4",25392
"Nanopore R10.4",17905
"Nanopore R10.4",5720
"Nanopore R10.4",39597
"Nanopore R10.4",5504
"Nanopore R10.4",1774
"Nanopore R10.4",95099
"Nanopore R10.4",14169
"Nanopore R10.4",26581
"Nanopore R10.4",17995
"Nanopore R10.4",6576
"Nanopore R10.4",18044
"Nanopore R10.4",9807
"Nanopore R10.4",11062
"Nanopore R10.4",23878
"Nanopore R10.4",7265
"Nanopore R10.4",19900
"Nanopore R10.4",6768
"Nanopore R10.4",27373
"Nanopore R10.4",6866
"Nanopore R10.4",43217
"Nanopore R10.4",13206
"Nanopore R10.4",6531
"Nanopore R10.4",7270
"Nanopore R10.4",11933
"Nanopore R10.4",19378
"Nanopore R10.4",2779
"Nanopore R10.4",18152
"Nanopore R10.4",12830
"Nanopore R10.4",12712
"Nanopore R10.4",17241
"Nanopore R10.4",23012
"Nanopore R10.4",7096
"Nanopore R10.4",9888
"Nanopore R10.4",23042
"Nanopore R10.4",18365
"Nanopore R10.4",22366
"Nanopore R10.4",9321
"Nanopore R10.4",5558
"Nanopore R10.4",17367
"Nanopore R10.4",12287
"Nanopore R10.4",3781
"Nanopore R10.4",8034
"Nanopore R10.4",41805
"Nanopore R10.4",5470
"Nanopore R10.4",57637
"Nanopore R10.4",10306
"Nanopore R10.4",15591
"Nanopore R10.4",4493
"Nanopore R10.4",6005
"Nanopore R10.4",12056
"Nanopore R10.4",2659
"Nanopore R10.4",26378
"Nanopore R10.4",8212
"Nanopore R10.4",6877
"Nanopore R10.4",24672
"Nanopore R10.4",4586
"Nanopore R10.4",10975
"Nanopore R10.4",5231
"Nanopore R10.4",6817
"Nanopore R10.4",10821
"Nanopore R10.4",8915
"Nanopore R10.4",22635
"Nanopore R10.4",6858
"Nanopore R10.4",29822
"Nanopore R10.4",5580
"Nanopore R10.4",5006
"Nanopore R10.4",21206
"Nanopore R10.4",11768
"Nanopore R10.4",3666
"Nanopore R10.4",13489
"Nanopore R10.4",12668
"Nanopore R10.4",10692
"Nanopore R10.4",23781
"Nanopore R10.4",5841
"Nanopore R10.4",3097
"Nanopore R10.4",2347
"Nanopore R10.4",8608
"Nanopore R10.4",28091
"Nanopore R10.4",11257
"Nanopore R10.4",45135
"Nanopore R10.4",53846
"Nanopore R10.4",11164
"Nanopore R10.4",12256
"Nanopore R10.4",17372
"Nanopore R10.4",9747
"Nanopore R10.4",7504
"Nanopore R10.4",45526
"Nanopore R10.4",20923
"Nanopore R10.4",11298
"Nanopore R10.4",35846
"Nanopore R10.4",16517
"Nanopore R10.4",4834
"Nanopore R10.4",21969
"Nanopore R10.4",8110
"Nanopore R10.4",18935
"Nanopore R10.4",7927
"Nanopore R10.4",7951
"Nanopore R10.4",3944
"Nanopore R10.4",22650
"Nanopore R10.4",23223
"Nanopore R10.4",17240
"Nanopore R10.4",12248
"Nanopore R10.4",6320
"Nanopore R10.4",28610
"Nanopore R10.4",15660
"Nanopore R10.4",7331
"Nanopore R10.4",4152
"Nanopore R10.4",13869
"Nanopore R10.4",36126
"Nanopore R10.4",4467
"Nanopore R10.4",15809
"Nanopore R10.4",8435
"Nanopore R10.4",5051
"Nanopore R10.4",35579
"Nanopore R10.4",10912
"Nanopore R10.4",3885
"Nanopore R10.4",10530
"Nanopore R10.4",16917
"Nanopore R10.4",19059
"Nanopore R10.4",10597
"Nanopore R10.4",25635
"Nanopore R10.4",15674
"Nanopore R10.4",17063
"Nanopore R10.4",17305
"Nanopore R10.4",7578
"Nanopore R10.4",5690
"Nanopore R10.4",8535
"Nanopore R10.4",30885
"Nanopore R10.4",15193
"Nanopore R10.4",23065
"Nanopore R10.4",9679
"Nanopore R10.4",15244
"Nanopore R10.4",20287
"Nanopore R10.4",4225
"Nanopore R10.4",13519
"Nanopore R10.4",50270
"Nanopore R10.4",5694
"Nanopore R10.4",28624
"Nanopore R10.4",7733
"Nanopore R10.4",30836
"Nanopore R10.4",15286
"Nanopore R10.4",15847
"Nanopore R10.4",11358
"Nanopore R10.4",12140
"Nanopore R10.4",27931
"Nanopore R10.4",16864
"Nanopore R10.4",21094
"Nanopore R10.4",3175
"Nanopore R10.4",20805
"Nanopore R10.4",19742
"Nanopore R10.4",5756
"Nanopore R10.4",3905
"Nanopore R10.4",25521
"Nanopore R10.4",9948
"Nanopore R10.4",6075
"Nanopore R10.4",8903
"Nanopore R10.4",2219
"Nanopore R10.4",12980
"Nanopore R10.4",20739
"Nanopore R10.4",32914
"Nanopore R10.4",39807
"Nanopore R10.4",3819
"Nanopore R10.4",6695
"Nanopore R10.4",2607
"Nanopore R10.4",23192
"Nanopore R10.4",32938
"Nanopore R10.4",7233
"Nanopore R10.4",5422
"Nanopore R10.4",17665
"Nanopore R10.4",5822
"Nanopore R10.4",7798
"Nanopore R10.4",12326
"Nanopore R10.4",15792
"Nanopore R10.4",15929
"Nanopore R10.4",9111
"Nanopore R10.4",4173
"Nanopore R10.4",3748
"Nanopore R10.4",2291
"Nanopore R10.4",31980
"Nanopore R10.4",6555
"Nanopore R10.4",6030
"Nanopore R10.4",9537
"Nanopore R10.4",11909
"Nanopore R10.4",6204
"Nanopore R10.4",84610
"Nanopore R10.4",14356
"Nanopore R10.4",8215
"Nanopore R10.4",16610
"Nanopore R10.4",50738
"Nanopore R10.4",13714
"Nanopore R10.4",32784
"Nanopore R10.4",37534
"Nanopore R10.4",5603
"Nanopore R10.4",41547
"Nanopore R10.4",44033
"Nanopore R10.4",4452
"Nanopore R10.4",25688
"Nanopore R10.4",4617
"Nanopore R10.4",11935
"Nanopore R10.4",6389
"Nanopore R10.4",6608
"Nanopore R10.4",11840
"Nanopore R10.4",51927
"Nanopore R10.4",23157
"Nanopore R10.4",7817
"Nanopore R10.4",5609
"Nanopore R10.4",10321
"Nanopore R10.4",18190
"Nanopore R10.4",43698
"Nanopore R10.4",8772
"Nanopore R10.4",5041
"Nanopore R10.4",5564
"Nanopore R10.4",42958
"Nanopore R10.4",23874
"Nanopore R10.4",6598
"Nanopore R10.4",11890
"Nanopore R10.4",6057
"Nanopore R10.4",26808
"Nanopore R10.4",13265
"Nanopore R10.4",7691
"Nanopore R10.4",10089
"Nanopore R10.4",7070
"Nanopore R10.4",28903
"Nanopore R10.4",9496
"Nanopore R10.4",13296
"Nanopore R10.4",16939
"Nanopore R10.4",96771
"Nanopore R10.4",13347
"Nanopore R10.4",2706
"Nanopore R10.4",8499
"Nanopore R10.4",11337
"Nanopore R10.4",18965
"Nanopore R10.4",3362
"Nanopore R10.4",11886
"Nanopore R10.4",17046
"Nanopore R10.4",8458
"Nanopore R10.4",7849
"Nanopore R10.4",1915
"Nanopore R10.4",20320
"Nanopore R10.4",5921
"Nanopore R10.4",4411
"Nanopore R10.4",27929
"Nanopore R10.4",4189
"Nanopore R10.4",32271
"Nanopore R10.4",6777
"Nanopore R10.4",18185
"Nanopore R10.4",6638
"Nanopore R10.4",24363
"Nanopore R10.4",16019
"Nanopore R10.4",3882
"Nanopore R10.4",4038
"Nanopore R10.4",21400
"Nanopore R10.4",18197
"Nanopore R10.4",38090
"Nanopore R10.4",19068
"Nanopore R10.4",11350
"Nanopore R10.4",2133
"Nanopore R10.4",20818
"Nanopore R10.4",18571
"Nanopore R10.4",6951
"Nanopore R10.4",4306
"Nanopore R10.4",15924
"Nanopore R10.4",28792
"Nanopore R10.4",14090
"Nanopore R10.4",12641
"Nanopore R10.4",3960
"Nanopore R10.4",5973
"Nanopore R10.4",14960
"Nanopore R10.4",4016
"Nanopore R10.4",22928
"Nanopore R10.4",14946
"Nanopore R10.4",13280
"Nanopore R10.4",10178
"Nanopore R10.4",13761
"Nanopore R10.4",8280
"Nanopore R10.4",24553
"Nanopore R10.4",12066
"Nanopore R10.4",1780
"Nanopore R10.4",12245
"Nanopore R10.4",30257
"Nanopore R10.4",5956
"Nanopore R10.4",7436
"Nanopore R10.4",12029
"Nanopore R10.4",22106
"Nanopore R10.4",5109
"Nanopore R10.4",5797
"Nanopore R10.4",4512
"Nanopore R10.4",42029
"Nanopore R10.4",3648
"Nanopore R10.4",23353
"Nanopore R10.4",6289
"Nanopore R10.4",16397
"Nanopore R10.4",2689
"Nanopore R10.4",18121
"Nanopore R10.4",8608
"Nanopore R10.4",25548
"Nanopore R10.4",6618
"Nanopore R10.4",8509
"Nanopore R10.4",10106
"Nanopore R10.4",11218
"Nanopore R10.4",11363
"Nanopore R10.4",42297
"Nanopore R10.4",17023
"Nanopore R10.4",5932
"Nanopore R10.4",7113
"Nanopore R10.4",9448
"Nanopore R10.4",5689
"Nanopore R10.4",9027
"Nanopore R10.4",7538
"Nanopore R10.4",10832
"Nanopore R10.4",23500
"Nanopore R10.4",21036
"Nanopore R10.4",11847
"Nanopore R10.4",18955
"Nanopore R10.4",4662
"Nanopore R10.4",6819
"Nanopore R10.4",33616
"Nanopore R10.4",11695
"Nanopore R10.4",24407
"Nanopore R10.4",53813
"Nanopore R10.4",19851
"Nanopore R10.4",8019
"Nanopore R10.4",10526
"Nanopore R10.4",21475
"Nanopore R10.4",23561
"Nanopore R10.4",19707
"Nanopore R10.4",30781
"Nanopore R10.4",9520
"Nanopore R10.4",9602
"Nanopore R10.4",17532
"Nanopore R10.4",9940
"Nanopore R10.4",13765
"Nanopore R10.4",43297
"Nanopore R10.4",5947
"Nanopore R10.4",5014
"Nanopore R10.4",4740
"Nanopore R10.4",9865
"Nanopore R10.4",4668
"Nanopore R10.4",11120
"Nanopore R10.4",23008
"Nanopore R10.4",17740
"Nanopore R10.4",9244
"Nanopore R10.4",13329
"Nanopore R10.4",7938
"Nanopore R10.4",12116
"Nanopore R10.4",63387
"Nanopore R10.4",4671
"Nanopore R10.4",10589
"Nanopore R10.4",9075
"Nanopore R10.4",7907
"Nanopore R10.4",10340
"Nanopore R10.4",34133
"Nanopore R10.4",4904
"Nanopore R10.4",3680
"Nanopore R10.4",5114
"Nanopore R10.4",6719
"Nanopore R10.4",2890
"Nanopore R10.4",11127
"Nanopore R10.4",7277
"Nanopore R10.4",6481
"Nanopore R10.4",9011
"Nanopore R10.4",5787
"Nanopore R10.4",16266
"Nanopore R10.4",5741
"Nanopore R10.4",16791
"Nanopore R10.4",13086
"Nanopore R10.4",4302
"Nanopore R10.4",44301
"Nanopore R10.4",14761
"Nanopore R10.4",11269
"Nanopore R10.4",24241
"Nanopore R10.4",27118
"Nanopore R10.4",5274
"Nanopore R10.4",1261
"Nanopore R10.4",34065
"Nanopore R10.4",10078
"Nanopore R10.4",42753
"Nanopore R10.4",4534
"Nanopore R10.4",13729
"Nanopore R10.4",7818
"Nanopore R10.4",17431
"Nanopore R10.4",15491
"Nanopore R10.4",17590
"Nanopore R10.4",4001
"Nanopore R10.4",1790
"Nanopore R10.4",17476
"Nanopore R10.4",11240
"Nanopore R10.4",14325
"Nanopore R10.4",26592
"Nanopore R10.4",24318
"Nanopore R10.4",19602
"Nanopore R10.4",3869
"Nanopore R10.4",12270
"Nanopore R10.4",25138
"Nanopore R10.4",15377
"Nanopore R10.4",14246
"Nanopore R10.4",5731
"Nanopore R10.4",12783
"Nanopore R10.4",12302
"Nanopore R10.4",15432
"Nanopore R10.4",18466
"Nanopore R10.4",38599
"Nanopore R10.4",11405
"Nanopore R10.4",12420
"Nanopore R10.4",19468
"Nanopore R10.4",9348
"Nanopore R10.4",40807
"Nanopore R10.4",6329
"Nanopore R10.4",3116
"Nanopore R10.4",7738
"Nanopore R10.4",6521
"Nanopore R10.4",8542
"Nanopore R10.4",19506
"Nanopore R10.4",9020
"Nanopore R10.4",18873
"Nanopore R10.4",15098
"Nanopore R10.4",42743
"Nanopore R10.4",14338
"Nanopore R10.4",9336
"Nanopore R10.4",21235
"Nanopore R10.4",12328
"Nanopore R10.4",6504
"Nanopore R10.4",9341
"Nanopore R10.4",30307
"Nanopore R10.4",13657
"Nanopore R10.4",28424
"Nanopore R10.4",9039
"Nanopore R10.4",7573
"Nanopore R10.4",3062
"Nanopore R10.4",34482
"Nanopore R10.4",5460
"Nanopore R10.4",4001
"Nanopore R10.4",27421
"Nanopore R10.4",15696
"Nanopore R10.4",5000
"Nanopore R10.4",25558
"Nanopore R10.4",11549
"Nanopore R10.4",25528
"Nanopore R10.4",17079
"Nanopore R10.4",10616
"Nanopore R10.4",16740
"Nanopore R10.4",48839
"Nanopore R10.4",7043
"Nanopore R10.4",7655
"Nanopore R10.4",3757
"Nanopore R10.4",18168
"Nanopore R10.4",22061
"Nanopore R10.4",8749
"Nanopore R10.4",20437
"Nanopore R10.4",11533
"Nanopore R10.4",8589
"Nanopore R10.4",35359
"Nanopore R10.4",12497
"Nanopore R10.4",1797
"Nanopore R10.4",1912
"Nanopore R10.4",13880
"Nanopore R10.4",9403
"Nanopore R10.4",21869
"Nanopore R10.4",20027
"Nanopore R10.4",17087
"Nanopore R10.4",9396
"Nanopore R10.4",22727
"Nanopore R10.4",17591
"Nanopore R10.4",9481
"Nanopore R10.4",3148
"Nanopore R10.4",24093
"Nanopore R10.4",15760
"Nanopore R10.4",22727
"Nanopore R10.4",3659
"Nanopore R10.4",9548
"Nanopore R10.4",10058
"Nanopore R10.4",7823
"Nanopore R10.4",14200
"Nanopore R10.4",48090
"Nanopore R10.4",8294
"Nanopore R10.4",17179
"Nanopore R10.4",46291
"Nanopore R10.4",15343
"Nanopore R10.4",32643
"Nanopore R10.4",20093
"Nanopore R10.4",16812
"Nanopore R10.4",67102
"Nanopore R10.4",10506
"Nanopore R10.4",34595
"Nanopore R10.4",4570
"Nanopore R10.4",26018
"Nanopore R10.4",27330
"Nanopore R10.4",7834
"Nanopore R10.4",5904
"Nanopore R10.4",18969
"Nanopore R10.4",12285
"Nanopore R10.4",14721
"Nanopore R10.4",3427
"Nanopore R10.4",3746
"Nanopore R10.4",6423
"Nanopore R10.4",16215
"Nanopore R10.4",31656
"Nanopore R10.4",20801
"Nanopore R10.4",11116
"Nanopore R10.4",19619
"Nanopore R10.4",8858
"Nanopore R10.4",28178
"Nanopore R10.4",11103
"Nanopore R10.4",12666
"Nanopore R10.4",10729
"Nanopore R10.4",17120
"Nanopore R10.4",17054
"Nanopore R10.4",13637
"Nanopore R10.4",4300
"Nanopore R10.4",11226
"Nanopore R10.4",13695
"Nanopore R10.4",7209
"Nanopore R10.4",4603
"Nanopore R10.4",19573
"Nanopore R10.4",11415
"Nanopore R10.4",10951
"Nanopore R10.4",14694
"Nanopore R10.4",7740
"Nanopore R10.4",19224
"Nanopore R10.4",5775
"Nanopore R10.4",6626
"Nanopore R10.4",13435
"Nanopore R10.4",7884
"Nanopore R10.4",16697
"Nanopore R10.4",8994
"Nanopore R10.4",15697
"Nanopore R10.4",16493
"Nanopore R10.4",2927
"Nanopore R10.4",9231
"Nanopore R10.4",9617
"Nanopore R10.4",7270
"Nanopore R10.4",14211
"Nanopore R10.4",17374
"Nanopore R10.4",13720
"Nanopore R10.4",32172
"Nanopore R10.4",40806
"Nanopore R10.4",8599
"Nanopore R10.4",20418
"Nanopore R10.4",16977
"Nanopore R10.4",19557
"Nanopore R10.4",25965
"Nanopore R10.4",36546
"Nanopore R10.4",7260
"Nanopore R10.4",35218
"Nanopore R10.4",26387
"Nanopore R10.4",14111
"Nanopore R10.4",25148
"Nanopore R10.4",5029
"Nanopore R10.4",10747
"Nanopore R10.4",9678
"Nanopore R10.4",10904
"Nanopore R10.4",6647
"Nanopore R10.4",7373
"Nanopore R10.4",21442
"Nanopore R10.4",7536
"Nanopore R10.4",18763
"Nanopore R10.4",12462
"Nanopore R10.4",14548
"Nanopore R10.4",16645
"Nanopore R10.4",43475
"Nanopore R10.4",21487
"Nanopore R10.4",15221
"Nanopore R10.4",9334
"Nanopore R10.4",10627
"Nanopore R10.4",9091
"Nanopore R10.4",7473
"Nanopore R10.4",3839
"Nanopore R10.4",49874
"Nanopore R10.4",9724
"Nanopore R10.4",18108
"Nanopore R10.4",17367
"Nanopore R10.4",18299
"Nanopore R10.4",4332
"Nanopore R10.4",8706
"Nanopore R10.4",39101
"Nanopore R10.4",14433
"Nanopore R10.4",9280
"Nanopore R10.4",7124
"Nanopore R10.4",9059
"Nanopore R10.4",12086
"Nanopore R10.4",15790
"Nanopore R10.4",17447
"Nanopore R10.4",31635
"Nanopore R10.4",4004
"Nanopore R10.4",17628
"Nanopore R10.4",6093
"Nanopore R10.4",12379
"Nanopore R10.4",4636
"Nanopore R10.4",16873
"Nanopore R10.4",6732
"Nanopore R10.4",7498
"Nanopore R10.4",10323
"Nanopore R10.4",9949
"Nanopore R10.4",8952
"Nanopore R10.4",15654
"Nanopore R10.4",23746
"Nanopore R10.4",7978
"Nanopore R10.4",9267
"Nanopore R10.4",17460
"Nanopore R10.4",27116
"Nanopore R10.4",11179
"Nanopore R10.4",21725
"Nanopore R10.4",10008
"Nanopore R10.4",25775
"Nanopore R10.4",7723
"Nanopore R10.4",21062
"Nanopore R10.4",10259
"Nanopore R10.4",18122
"Nanopore R10.4",6596
"Nanopore R10.4",6258
"Nanopore R10.4",19044
"Nanopore R10.4",10718
"Nanopore R10.4",5682
"Nanopore R10.4",8926
"Nanopore R10.4",4822
"Nanopore R10.4",12064
"Nanopore R10.4",4289
"Nanopore R10.4",3500
"Nanopore R10.4",31364
"Nanopore R10.4",8225
"Nanopore R10.4",15664
"Nanopore R10.4",2077
"Nanopore R10.4",9797
"Nanopore R10.4",3836
"Nanopore R10.4",5355
"Nanopore R10.4",4716
"Nanopore R10.4",9095
"Nanopore R10.4",6862
"Nanopore R10.4",9281
"Nanopore R10.4",5409
"Nanopore R10.4",8857
"Nanopore R10.4",14343
"Nanopore R10.4",14788
"Nanopore R10.4",6922
"Nanopore R10.4",4279
"Nanopore R10.4",13986
"Nanopore R10.4",5825
"Nanopore R10.4",23426
"Nanopore R10.4",20429
"Nanopore R10.4",54200
"Nanopore R10.4",3048
"Nanopore R10.4",37014
"Nanopore R10.4",5603
"Nanopore R10.4",10957
"Nanopore R10.4",2600
"Nanopore R10.4",24980
"Nanopore R10.4",7361
"Nanopore R10.4",35761
"Nanopore R10.4",15536
"Nanopore R10.4",17688
"Nanopore R10.4",23014
"Nanopore R10.4",6374
"Nanopore R10.4",8918
"Nanopore R10.4",8264
"Nanopore R10.4",6130
"Nanopore R10.4",5478
"Nanopore R10.4",23094
"Nanopore R10.4",5361
"Nanopore R10.4",8929
"Nanopore R10.4",9540
"Nanopore R10.4",8182
"Nanopore R10.4",6287
"Nanopore R10.4",9159
"Nanopore R10.4",17897
"Nanopore R10.4",8075
"Nanopore R10.4",15073
"Nanopore R10.4",60878
"Nanopore R10.4",21761
"Nanopore R10.4",16584
"Nanopore R10.4",11671
"Nanopore R10.4",4304
"Nanopore R10.4",17983
"Nanopore R10.4",7455
"Nanopore R10.4",26801
"Nanopore R10.4",5715
"Nanopore R10.4",4977
"Nanopore R10.4",7356
"Nanopore R10.4",12501
"Nanopore R10.4",14587
"Nanopore R10.4",13509
"Nanopore R10.4",96464
"Nanopore R10.4",33159
"Nanopore R10.4",21311
"Nanopore R10.4",13004
"Nanopore R10.4",6672
"Nanopore R10.4",28905
"Nanopore R10.4",11050
"Nanopore R10.4",3236
"Nanopore R10.4",5727
"Nanopore R10.4",6611
"Nanopore R10.4",25537
"Nanopore R10.4",11048
"Nanopore R10.4",22983
"Nanopore R10.4",2053
"Nanopore R10.4",6324
"Nanopore R10.4",16186
"Nanopore R10.4",8107
"Nanopore R10.4",7670
"Nanopore R10.4",6709
"Nanopore R10.4",11316
"Nanopore R10.4",11940
"Nanopore R10.4",1010
"Nanopore R10.4",16005
"Nanopore R10.4",14775
"Nanopore R10.4",40318
"Nanopore R10.4",6737
"Nanopore R10.4",8018
"Nanopore R10.4",20557
"Nanopore R10.4",7436
"Nanopore R10.4",8499
"Nanopore R10.4",22519
"Nanopore R10.4",23198
"Nanopore R10.4",12196
"Nanopore R10.4",9944
"Nanopore R10.4",8178
"Nanopore R10.4",18907
"Nanopore R10.4",6245
"Nanopore R10.4",6829
"Nanopore R10.4",3269
"Nanopore R10.4",12622
"Nanopore R10.4",22177
"Nanopore R10.4",40311
"Nanopore R10.4",7528
"Nanopore R10.4",13230
"Nanopore R10.4",14497
"Nanopore R10.4",23969
"Nanopore R10.4",39992
"Nanopore R10.4",15433
"Nanopore R10.4",7699
"Nanopore R10.4",16094
"Nanopore R10.4",7706
"Nanopore R10.4",10836
"Nanopore R10.4",15344
"Nanopore R10.4",28735
"Nanopore R10.4",12057
"Nanopore R10.4",3339
"Nanopore R10.4",7714
"Nanopore R10.4",12854
"Nanopore R10.4",7251
"Nanopore R10.4",26564
"Nanopore R10.4",32813
"Nanopore R10.4",66214
"Nanopore R10.4",16922
"Nanopore R10.4",35096
"Nanopore R10.4",22088
"Nanopore R10.4",5971
"Nanopore R10.4",9361
"Nanopore R10.4",13161
"Nanopore R10.4",21830
"Nanopore R10.4",9017
"Nanopore R10.4",10578
"Nanopore R10.4",27203
"Nanopore R10.4",16877
"Nanopore R10.4",9622
"Nanopore R10.4",15661
"Nanopore R10.4",8682
"Nanopore R10.4",7759
"Nanopore R10.4",6783
"Nanopore R10.4",10260
"Nanopore R10.4",9274
"Nanopore R10.4",13197
"Nanopore R10.4",9660
"Nanopore R10.4",15034
"Nanopore R10.4",8629
"Nanopore R10.4",18025
"Nanopore R10.4",7329
"Nanopore R10.4",14641
"Nanopore R10.4",16083
"Nanopore R10.4",7037
"Nanopore R10.4",8107
"Nanopore R10.4",8749
"Nanopore R10.4",2951
"Nanopore R10.4",15384
"Nanopore R10.4",10080
"Nanopore R10.4",28724
"Nanopore R10.4",10995
"Nanopore R10.4",14709
"Nanopore R10.4",10655
"Nanopore R10.4",12531
"Nanopore R10.4",9515
"Nanopore R10.4",3104
"Nanopore R10.4",15080
"Nanopore R10.4",8410
"Nanopore R10.4",5410
"Nanopore R10.4",6086
"Nanopore R10.4",6514
"Nanopore R10.4",6829
"Nanopore R10.4",11699
"Nanopore R10.4",3698
"Nanopore R10.4",12201
"Nanopore R10.4",24777
"Nanopore R10.4",5298
"Nanopore R10.4",10948
"Nanopore R10.4",15222
"Nanopore R10.4",14583
"Nanopore R10.4",15210
"Nanopore R10.4",8288
"Nanopore R10.4",3349
"Nanopore R10.4",21797
"Nanopore R10.4",13215
"Nanopore R10.4",11412
"Nanopore R10.4",6304
"Nanopore R10.4",6340
"Nanopore R10.4",12053
"Nanopore R10.4",19151
"Nanopore R10.4",18144
